periodo;regiao;local;rede;ensino;serie;resultado;rendimento
2008;Sudeste;Urbana;Publico;Fundamental;8s;Abandono;4,5
2008;Sudeste;Urbana;Total;Fundamental;8s;Abandono;3,9
2008;Sul;Rural;Estadual;Fundamental;8s;Abandono;3,1
2008;Sul;Rural;Federal;Fundamental;8s;Abandono;
2008;Sul;Rural;Municipal;Fundamental;8s;Abandono;2,1
2008;Sul;Rural;Particular;Fundamental;8s;Abandono;0
2008;Sul;Rural;Publico;Fundamental;8s;Abandono;2,6
2008;Sul;Rural;Total;Fundamental;8s;Abandono;2,6
2008;Sul;Total;Estadual;Fundamental;8s;Abandono;4,6
2008;Sul;Total;Federal;Fundamental;8s;Abandono;0
2008;Sul;Total;Municipal;Fundamental;8s;Abandono;2,1
2008;Sul;Total;Particular;Fundamental;8s;Abandono;0,1
2008;Sul;Total;Publico;Fundamental;8s;Abandono;3,9
2008;Sul;Total;Total;Fundamental;8s;Abandono;3,6
2008;Sul;Urbana;Estadual;Fundamental;8s;Abandono;4,7
2008;Sul;Urbana;Federal;Fundamental;8s;Abandono;0
2008;Sul;Urbana;Municipal;Fundamental;8s;Abandono;2,1
2008;Sul;Urbana;Particular;Fundamental;8s;Abandono;0,1
2008;Sul;Urbana;Publico;Fundamental;8s;Abandono;4,1
2008;Sul;Urbana;Total;Fundamental;8s;Abandono;3,7
2008;Centro_Oeste;Rural;Estadual;Fundamental;8s;Abandono;8,5
2008;Centro_Oeste;Rural;Federal;Fundamental;8s;Abandono;
2008;Centro_Oeste;Rural;Municipal;Fundamental;8s;Abandono;6,9
2008;Centro_Oeste;Rural;Particular;Fundamental;8s;Abandono;0,6
2008;Centro_Oeste;Rural;Publico;Fundamental;8s;Abandono;7,5
2008;Centro_Oeste;Rural;Total;Fundamental;8s;Abandono;7,3
2008;Centro_Oeste;Total;Estadual;Fundamental;8s;Abandono;9,6
2008;Centro_Oeste;Total;Federal;Fundamental;8s;Abandono;0
2008;Centro_Oeste;Total;Municipal;Fundamental;8s;Abandono;7,7
2008;Centro_Oeste;Total;Particular;Fundamental;8s;Abandono;0,4
2008;Centro_Oeste;Total;Publico;Fundamental;8s;Abandono;9,1
2008;Centro_Oeste;Total;Total;Fundamental;8s;Abandono;7,9
2008;Centro_Oeste;Urbana;Estadual;Fundamental;8s;Abandono;9,6
2008;Centro_Oeste;Urbana;Federal;Fundamental;8s;Abandono;0
2008;Centro_Oeste;Urbana;Municipal;Fundamental;8s;Abandono;7,9
2008;Centro_Oeste;Urbana;Particular;Fundamental;8s;Abandono;0,5
2008;Centro_Oeste;Urbana;Publico;Fundamental;8s;Abandono;9,2
2008;Centro_Oeste;Urbana;Total;Fundamental;8s;Abandono;7,9
2008;Norte;Rural;Estadual;Medio;1s;Abandono;20,9
2008;Norte;Rural;Federal;Medio;1s;Abandono;6,3
2008;Norte;Rural;Municipal;Medio;1s;Abandono;23,3
2008;Norte;Rural;Particular;Medio;1s;Abandono;3,8
2008;Norte;Rural;Publico;Medio;1s;Abandono;20,4
2008;Norte;Rural;Total;Medio;1s;Abandono;19,7
2008;Norte;Total;Estadual;Medio;1s;Abandono;22
2008;Norte;Total;Federal;Medio;1s;Abandono;4
2008;Norte;Total;Municipal;Medio;1s;Abandono;22,3
2008;Norte;Total;Particular;Medio;1s;Abandono;0,9
2008;Norte;Total;Publico;Medio;1s;Abandono;21,8
2008;Norte;Total;Total;Medio;1s;Abandono;20,8
2008;Norte;Urbana;Estadual;Medio;1s;Abandono;22,2
2008;Norte;Urbana;Federal;Medio;1s;Abandono;3,5
2008;Norte;Urbana;Municipal;Medio;1s;Abandono;19,2
2008;Norte;Urbana;Particular;Medio;1s;Abandono;0,8
2008;Norte;Urbana;Publico;Medio;1s;Abandono;21,9
2008;Norte;Urbana;Total;Medio;1s;Abandono;20,9
2008;Nordeste;Rural;Estadual;Medio;1s;Abandono;22,5
2008;Nordeste;Rural;Federal;Medio;1s;Abandono;8,8
2008;Nordeste;Rural;Municipal;Medio;1s;Abandono;22,3
2008;Nordeste;Rural;Particular;Medio;1s;Abandono;1,9
2008;Nordeste;Rural;Publico;Medio;1s;Abandono;21,8
2008;Nordeste;Rural;Total;Medio;1s;Abandono;21,6
2008;Nordeste;Total;Estadual;Medio;1s;Abandono;25,1
2008;Nordeste;Total;Federal;Medio;1s;Abandono;4,2
2008;Nordeste;Total;Municipal;Medio;1s;Abandono;25,1
2008;Nordeste;Total;Particular;Medio;1s;Abandono;1,3
2008;Nordeste;Total;Publico;Medio;1s;Abandono;24,8
2008;Nordeste;Total;Total;Medio;1s;Abandono;22,9
2008;Nordeste;Urbana;Estadual;Medio;1s;Abandono;25,2
2008;Nordeste;Urbana;Federal;Medio;1s;Abandono;3,2
2008;Nordeste;Urbana;Municipal;Medio;1s;Abandono;26,3
2008;Nordeste;Urbana;Particular;Medio;1s;Abandono;1,3
2008;Nordeste;Urbana;Publico;Medio;1s;Abandono;25
2008;Nordeste;Urbana;Total;Medio;1s;Abandono;22,9
2008;Sudeste;Rural;Estadual;Medio;1s;Abandono;10,3
2008;Sudeste;Rural;Federal;Medio;1s;Abandono;6,3
2008;Sudeste;Rural;Municipal;Medio;1s;Abandono;12,5
2008;Sudeste;Rural;Particular;Medio;1s;Abandono;1,5
2008;Sudeste;Rural;Publico;Medio;1s;Abandono;10,2
2008;Sudeste;Rural;Total;Medio;1s;Abandono;9,8
2008;Sudeste;Total;Estadual;Medio;1s;Abandono;11,3
2008;Sudeste;Total;Federal;Medio;1s;Abandono;2,8
2008;Sudeste;Total;Municipal;Medio;1s;Abandono;7,5
2008;Sudeste;Total;Particular;Medio;1s;Abandono;0,3
2008;Sudeste;Total;Publico;Medio;1s;Abandono;11,2
2008;Sudeste;Total;Total;Medio;1s;Abandono;10
2008;Sudeste;Urbana;Estadual;Medio;1s;Abandono;11,3
2008;Sudeste;Urbana;Federal;Medio;1s;Abandono;2,3
2008;Sudeste;Urbana;Municipal;Medio;1s;Abandono;7,4
2008;Sudeste;Urbana;Particular;Medio;1s;Abandono;0,3
2008;Sudeste;Urbana;Publico;Medio;1s;Abandono;11,2
2008;Sudeste;Urbana;Total;Medio;1s;Abandono;10
2008;Sul;Rural;Estadual;Medio;1s;Abandono;10,4
2008;Sul;Rural;Federal;Medio;1s;Abandono;5,7
2008;Sul;Rural;Municipal;Medio;1s;Abandono;12,2
2008;Sul;Rural;Particular;Medio;1s;Abandono;3,2
2008;Sul;Rural;Publico;Medio;1s;Abandono;10,1
2008;Sul;Rural;Total;Medio;1s;Abandono;9,8
2008;Sul;Total;Estadual;Medio;1s;Abandono;15
2008;Sul;Total;Federal;Medio;1s;Abandono;4,7
2008;Sul;Total;Municipal;Medio;1s;Abandono;19,4
2008;Sul;Total;Particular;Medio;1s;Abandono;0,5
2008;Sul;Total;Publico;Medio;1s;Abandono;14,9
2008;Sul;Total;Total;Medio;1s;Abandono;13,5
2008;Sul;Urbana;Estadual;Medio;1s;Abandono;15,1
2008;Sul;Urbana;Federal;Medio;1s;Abandono;4,3
2008;Sul;Urbana;Municipal;Medio;1s;Abandono;20,5
2008;Sul;Urbana;Particular;Medio;1s;Abandono;0,5
2008;Sul;Urbana;Publico;Medio;1s;Abandono;15
2008;Sul;Urbana;Total;Medio;1s;Abandono;13,6
2008;Centro_Oeste;Rural;Estadual;Medio;1s;Abandono;15,7
2008;Centro_Oeste;Rural;Federal;Medio;1s;Abandono;7,5
2008;Centro_Oeste;Rural;Municipal;Medio;1s;Abandono;16,5
2008;Centro_Oeste;Rural;Particular;Medio;1s;Abandono;1
2008;Centro_Oeste;Rural;Publico;Medio;1s;Abandono;15,1
2008;Centro_Oeste;Rural;Total;Medio;1s;Abandono;14,4
2008;Centro_Oeste;Total;Estadual;Medio;1s;Abandono;19,4
2008;Centro_Oeste;Total;Federal;Medio;1s;Abandono;3
2008;Centro_Oeste;Total;Municipal;Medio;1s;Abandono;9,9
2008;Centro_Oeste;Total;Particular;Medio;1s;Abandono;0,9
2008;Centro_Oeste;Total;Publico;Medio;1s;Abandono;19,2
2008;Centro_Oeste;Total;Total;Medio;1s;Abandono;16,9
2008;Centro_Oeste;Urbana;Estadual;Medio;1s;Abandono;19,5
2008;Centro_Oeste;Urbana;Federal;Medio;1s;Abandono;1,1
2008;Centro_Oeste;Urbana;Municipal;Medio;1s;Abandono;1,2
2008;Centro_Oeste;Urbana;Particular;Medio;1s;Abandono;0,9
2008;Centro_Oeste;Urbana;Publico;Medio;1s;Abandono;19,4
2008;Centro_Oeste;Urbana;Total;Medio;1s;Abandono;17
2008;Norte;Rural;Estadual;Medio;2s;Abandono;14,5
2008;Norte;Rural;Federal;Medio;2s;Abandono;0
2008;Norte;Rural;Municipal;Medio;2s;Abandono;12,8
2008;Norte;Rural;Particular;Medio;2s;Abandono;1,5
2008;Norte;Rural;Publico;Medio;2s;Abandono;14,1
2008;Norte;Rural;Total;Medio;2s;Abandono;13,2
2008;Norte;Total;Estadual;Medio;2s;Abandono;17,7
2008;Norte;Total;Federal;Medio;2s;Abandono;2
2008;Norte;Total;Municipal;Medio;2s;Abandono;16,2
2008;Norte;Total;Particular;Medio;2s;Abandono;0,6
2008;Norte;Total;Publico;Medio;2s;Abandono;17,6
2008;Norte;Total;Total;Medio;2s;Abandono;16,5
2008;Norte;Urbana;Estadual;Medio;2s;Abandono;17,8
2008;Norte;Urbana;Federal;Medio;2s;Abandono;2,3
2008;Norte;Urbana;Municipal;Medio;2s;Abandono;23
2008;Norte;Urbana;Particular;Medio;2s;Abandono;0,5
2008;Norte;Urbana;Publico;Medio;2s;Abandono;17,7
2008;Norte;Urbana;Total;Medio;2s;Abandono;16,7
2008;Nordeste;Rural;Estadual;Medio;2s;Abandono;17,2
2008;Nordeste;Rural;Federal;Medio;2s;Abandono;2,3
2008;Nordeste;Rural;Municipal;Medio;2s;Abandono;14,9
2008;Nordeste;Rural;Particular;Medio;2s;Abandono;1,5
2008;Nordeste;Rural;Publico;Medio;2s;Abandono;16,2
2008;Nordeste;Rural;Total;Medio;2s;Abandono;15,9
2008;Nordeste;Total;Estadual;Medio;2s;Abandono;18,9
2008;Nordeste;Total;Federal;Medio;2s;Abandono;1,5
2008;Nordeste;Total;Municipal;Medio;2s;Abandono;15,9
2008;Nordeste;Total;Particular;Medio;2s;Abandono;1,2
2008;Nordeste;Total;Publico;Medio;2s;Abandono;18,6
2008;Nordeste;Total;Total;Medio;2s;Abandono;16,9
2008;Nordeste;Urbana;Estadual;Medio;2s;Abandono;19
2008;Nordeste;Urbana;Federal;Medio;2s;Abandono;1,3
2008;Nordeste;Urbana;Municipal;Medio;2s;Abandono;16,3
2008;Nordeste;Urbana;Particular;Medio;2s;Abandono;1,2
2008;Nordeste;Urbana;Publico;Medio;2s;Abandono;18,8
2008;Nordeste;Urbana;Total;Medio;2s;Abandono;16,9
2008;Sudeste;Rural;Estadual;Medio;2s;Abandono;8,1
2008;Sudeste;Rural;Federal;Medio;2s;Abandono;2,4
2008;Sudeste;Rural;Municipal;Medio;2s;Abandono;6,5
2008;Sudeste;Rural;Particular;Medio;2s;Abandono;1,2
2008;Sudeste;Rural;Publico;Medio;2s;Abandono;7,7
2008;Sudeste;Rural;Total;Medio;2s;Abandono;7,3
2008;Sudeste;Total;Estadual;Medio;2s;Abandono;9,5
2008;Sudeste;Total;Federal;Medio;2s;Abandono;1,3
2008;Sudeste;Total;Municipal;Medio;2s;Abandono;6
2008;Sudeste;Total;Particular;Medio;2s;Abandono;0,2
2008;Sudeste;Total;Publico;Medio;2s;Abandono;9,3
2008;Sudeste;Total;Total;Medio;2s;Abandono;8,1
2008;Sudeste;Urbana;Estadual;Medio;2s;Abandono;9,5
2008;Sudeste;Urbana;Federal;Medio;2s;Abandono;1,2
2008;Sudeste;Urbana;Municipal;Medio;2s;Abandono;6,1
2008;Sudeste;Urbana;Particular;Medio;2s;Abandono;0,2
2008;Sudeste;Urbana;Publico;Medio;2s;Abandono;9,3
2008;Sudeste;Urbana;Total;Medio;2s;Abandono;8,1
2008;Sul;Rural;Estadual;Medio;2s;Abandono;7,1
2008;Sul;Rural;Federal;Medio;2s;Abandono;3,3
2008;Sul;Rural;Municipal;Medio;2s;Abandono;4,6
2008;Sul;Rural;Particular;Medio;2s;Abandono;2,6
2008;Sul;Rural;Publico;Medio;2s;Abandono;6,7
2008;Sul;Rural;Total;Medio;2s;Abandono;6,6
2008;Sul;Total;Estadual;Medio;2s;Abandono;10,9
2008;Sul;Total;Federal;Medio;2s;Abandono;3,1
2008;Sul;Total;Municipal;Medio;2s;Abandono;13,5
2008;Sul;Total;Particular;Medio;2s;Abandono;0,3
2008;Sul;Total;Publico;Medio;2s;Abandono;10,9
2008;Sul;Total;Total;Medio;2s;Abandono;9,6
2008;Sul;Urbana;Estadual;Medio;2s;Abandono;11
2008;Sul;Urbana;Federal;Medio;2s;Abandono;3
2008;Sul;Urbana;Municipal;Medio;2s;Abandono;14,3
2008;Sul;Urbana;Particular;Medio;2s;Abandono;0,3
2008;Sul;Urbana;Publico;Medio;2s;Abandono;11
2008;Sul;Urbana;Total;Medio;2s;Abandono;9,8
2008;Centro_Oeste;Rural;Estadual;Medio;2s;Abandono;11,8
2008;Centro_Oeste;Rural;Federal;Medio;2s;Abandono;2,3
2008;Centro_Oeste;Rural;Municipal;Medio;2s;Abandono;10,6
2008;Centro_Oeste;Rural;Particular;Medio;2s;Abandono;2,2
2008;Centro_Oeste;Rural;Publico;Medio;2s;Abandono;11,1
2008;Centro_Oeste;Rural;Total;Medio;2s;Abandono;10,6
2008;Centro_Oeste;Total;Estadual;Medio;2s;Abandono;15,9
2008;Centro_Oeste;Total;Federal;Medio;2s;Abandono;1
2008;Centro_Oeste;Total;Municipal;Medio;2s;Abandono;6,8
2008;Centro_Oeste;Total;Particular;Medio;2s;Abandono;0,6
2008;Centro_Oeste;Total;Publico;Medio;2s;Abandono;15,7
2008;Centro_Oeste;Total;Total;Medio;2s;Abandono;13,5
2008;Centro_Oeste;Urbana;Estadual;Medio;2s;Abandono;16
2008;Centro_Oeste;Urbana;Federal;Medio;2s;Abandono;0,6
2008;Centro_Oeste;Urbana;Municipal;Medio;2s;Abandono;1,6
2008;Centro_Oeste;Urbana;Particular;Medio;2s;Abandono;0,7
2008;Centro_Oeste;Urbana;Publico;Medio;2s;Abandono;16
2008;Centro_Oeste;Urbana;Total;Medio;2s;Abandono;13,6
2008;Norte;Rural;Estadual;Medio;3s;Abandono;10,1
2008;Norte;Rural;Federal;Medio;3s;Abandono;0
2008;Norte;Rural;Municipal;Medio;3s;Abandono;3,8
2008;Norte;Rural;Particular;Medio;3s;Abandono;2,3
2008;Norte;Rural;Publico;Medio;3s;Abandono;9,6
2008;Norte;Rural;Total;Medio;3s;Abandono;9,3
2008;Norte;Total;Estadual;Medio;3s;Abandono;14,7
2008;Norte;Total;Federal;Medio;3s;Abandono;1,7
2008;Norte;Total;Municipal;Medio;3s;Abandono;10,8
2008;Norte;Total;Particular;Medio;3s;Abandono;0,5
2008;Norte;Total;Publico;Medio;3s;Abandono;14,6
2008;Norte;Total;Total;Medio;3s;Abandono;13,7
2008;Norte;Urbana;Estadual;Medio;3s;Abandono;14,9
2008;Norte;Urbana;Federal;Medio;3s;Abandono;2
2008;Norte;Urbana;Municipal;Medio;3s;Abandono;20,8
2008;Norte;Urbana;Particular;Medio;3s;Abandono;0,5
2008;Norte;Urbana;Publico;Medio;3s;Abandono;14,7
2008;Norte;Urbana;Total;Medio;3s;Abandono;13,8
2008;Nordeste;Rural;Estadual;Medio;3s;Abandono;11,8
2008;Nordeste;Rural;Federal;Medio;3s;Abandono;0,7
2008;Nordeste;Rural;Municipal;Medio;3s;Abandono;8,5
2008;Nordeste;Rural;Particular;Medio;3s;Abandono;2
2008;Nordeste;Rural;Publico;Medio;3s;Abandono;10,8
2008;Nordeste;Rural;Total;Medio;3s;Abandono;10,7
2008;Nordeste;Total;Estadual;Medio;3s;Abandono;14,5
2008;Nordeste;Total;Federal;Medio;3s;Abandono;1
2008;Nordeste;Total;Municipal;Medio;3s;Abandono;9,9
2008;Nordeste;Total;Particular;Medio;3s;Abandono;0,9
2008;Nordeste;Total;Publico;Medio;3s;Abandono;14,3
2008;Nordeste;Total;Total;Medio;3s;Abandono;12,9
2008;Nordeste;Urbana;Estadual;Medio;3s;Abandono;14,7
2008;Nordeste;Urbana;Federal;Medio;3s;Abandono;1,2
2008;Nordeste;Urbana;Municipal;Medio;3s;Abandono;10,3
2008;Nordeste;Urbana;Particular;Medio;3s;Abandono;0,9
2008;Nordeste;Urbana;Publico;Medio;3s;Abandono;14,4
2008;Nordeste;Urbana;Total;Medio;3s;Abandono;13
2008;Sudeste;Rural;Estadual;Medio;3s;Abandono;5,9
2008;Sudeste;Rural;Federal;Medio;3s;Abandono;1,7
2008;Sudeste;Rural;Municipal;Medio;3s;Abandono;4,5
2008;Sudeste;Rural;Particular;Medio;3s;Abandono;0,6
2008;Sudeste;Rural;Publico;Medio;3s;Abandono;5,5
2008;Sudeste;Rural;Total;Medio;3s;Abandono;5,2
2008;Sudeste;Total;Estadual;Medio;3s;Abandono;7,4
2008;Sudeste;Total;Federal;Medio;3s;Abandono;0,6
2008;Sudeste;Total;Municipal;Medio;3s;Abandono;4,6
2008;Sudeste;Total;Particular;Medio;3s;Abandono;0,2
2008;Sudeste;Total;Publico;Medio;3s;Abandono;7,2
2008;Sudeste;Total;Total;Medio;3s;Abandono;6,2
2008;Sudeste;Urbana;Estadual;Medio;3s;Abandono;7,3
2008;Sudeste;Urbana;Federal;Medio;3s;Abandono;0,4
2008;Sudeste;Urbana;Municipal;Medio;3s;Abandono;4,6
2008;Sudeste;Urbana;Particular;Medio;3s;Abandono;0,2
2008;Sudeste;Urbana;Publico;Medio;3s;Abandono;7,3
2008;Sudeste;Urbana;Total;Medio;3s;Abandono;6,2
2008;Sul;Rural;Estadual;Medio;3s;Abandono;4
2008;Sul;Rural;Federal;Medio;3s;Abandono;1,8
2008;Sul;Rural;Municipal;Medio;3s;Abandono;7,2
2008;Sul;Rural;Particular;Medio;3s;Abandono;1,1
2008;Sul;Rural;Publico;Medio;3s;Abandono;3,9
2008;Sul;Rural;Total;Medio;3s;Abandono;3,8
2008;Sul;Total;Estadual;Medio;3s;Abandono;8,1
2008;Sul;Total;Federal;Medio;3s;Abandono;2,2
2008;Sul;Total;Municipal;Medio;3s;Abandono;11,1
2008;Sul;Total;Particular;Medio;3s;Abandono;0,3
2008;Sul;Total;Publico;Medio;3s;Abandono;8
2008;Sul;Total;Total;Medio;3s;Abandono;6,9
2008;Sul;Urbana;Estadual;Medio;3s;Abandono;8,2
2008;Sul;Urbana;Federal;Medio;3s;Abandono;2,4
2008;Sul;Urbana;Municipal;Medio;3s;Abandono;11,4
2008;Sul;Urbana;Particular;Medio;3s;Abandono;0,3
2008;Sul;Urbana;Publico;Medio;3s;Abandono;8,2
2008;Sul;Urbana;Total;Medio;3s;Abandono;7
2008;Centro_Oeste;Rural;Estadual;Medio;3s;Abandono;7,3
2008;Centro_Oeste;Rural;Federal;Medio;3s;Abandono;0
2008;Centro_Oeste;Rural;Municipal;Medio;3s;Abandono;6,4
2008;Centro_Oeste;Rural;Particular;Medio;3s;Abandono;0,5
2008;Centro_Oeste;Rural;Publico;Medio;3s;Abandono;6,8
2008;Centro_Oeste;Rural;Total;Medio;3s;Abandono;6,6
2008;Centro_Oeste;Total;Estadual;Medio;3s;Abandono;12,7
2008;Centro_Oeste;Total;Federal;Medio;3s;Abandono;0
2008;Centro_Oeste;Total;Municipal;Medio;3s;Abandono;4,8
2008;Centro_Oeste;Total;Particular;Medio;3s;Abandono;0,5
2008;Centro_Oeste;Total;Publico;Medio;3s;Abandono;12,5
2008;Centro_Oeste;Total;Total;Medio;3s;Abandono;10,6
2008;Centro_Oeste;Urbana;Estadual;Medio;3s;Abandono;12,9
2008;Centro_Oeste;Urbana;Federal;Medio;3s;Abandono;0
2008;Centro_Oeste;Urbana;Municipal;Medio;3s;Abandono;2,4
2008;Centro_Oeste;Urbana;Particular;Medio;3s;Abandono;0,5
2008;Centro_Oeste;Urbana;Publico;Medio;3s;Abandono;12,8
2008;Centro_Oeste;Urbana;Total;Medio;3s;Abandono;10,8
2008;Norte;Rural;Estadual;Medio;4s;Abandono;
2008;Norte;Rural;Federal;Medio;4s;Abandono;
2008;Norte;Rural;Municipal;Medio;4s;Abandono;0
2008;Norte;Rural;Particular;Medio;4s;Abandono;0,8
2008;Norte;Rural;Publico;Medio;4s;Abandono;0
2008;Norte;Rural;Total;Medio;4s;Abandono;0,5
2008;Norte;Total;Estadual;Medio;4s;Abandono;9,3
2008;Norte;Total;Federal;Medio;4s;Abandono;2,3
2008;Norte;Total;Municipal;Medio;4s;Abandono;0
2008;Norte;Total;Particular;Medio;4s;Abandono;0,8
2008;Norte;Total;Publico;Medio;4s;Abandono;3,7
2008;Norte;Total;Total;Medio;4s;Abandono;3,1
2008;Norte;Urbana;Estadual;Medio;4s;Abandono;9,3
2008;Norte;Urbana;Federal;Medio;4s;Abandono;2,3
2008;Norte;Urbana;Municipal;Medio;4s;Abandono;0
2008;Norte;Urbana;Particular;Medio;4s;Abandono;0
2008;Norte;Urbana;Publico;Medio;4s;Abandono;4,4
2008;Norte;Urbana;Total;Medio;4s;Abandono;4,2
2008;Nordeste;Rural;Estadual;Medio;4s;Abandono;7,8
2008;Nordeste;Rural;Federal;Medio;4s;Abandono;
2008;Nordeste;Rural;Municipal;Medio;4s;Abandono;3,1
2008;Nordeste;Rural;Particular;Medio;4s;Abandono;0
2008;Nordeste;Rural;Publico;Medio;4s;Abandono;5,8
2008;Nordeste;Rural;Total;Medio;4s;Abandono;5,6
2008;Nordeste;Total;Estadual;Medio;4s;Abandono;8,9
2008;Nordeste;Total;Federal;Medio;4s;Abandono;1,9
2008;Nordeste;Total;Municipal;Medio;4s;Abandono;5,8
2008;Nordeste;Total;Particular;Medio;4s;Abandono;2,7
2008;Nordeste;Total;Publico;Medio;4s;Abandono;7,8
2008;Nordeste;Total;Total;Medio;4s;Abandono;7,4
2008;Nordeste;Urbana;Estadual;Medio;4s;Abandono;8,9
2008;Nordeste;Urbana;Federal;Medio;4s;Abandono;1,9
2008;Nordeste;Urbana;Municipal;Medio;4s;Abandono;6,2
2008;Nordeste;Urbana;Particular;Medio;4s;Abandono;2,8
2008;Nordeste;Urbana;Publico;Medio;4s;Abandono;7,9
2008;Nordeste;Urbana;Total;Medio;4s;Abandono;7,6
2008;Sudeste;Rural;Estadual;Medio;4s;Abandono;0,7
2008;Sudeste;Rural;Federal;Medio;4s;Abandono;
2008;Sudeste;Rural;Municipal;Medio;4s;Abandono;0
2008;Sudeste;Rural;Particular;Medio;4s;Abandono;1,3
2008;Sudeste;Rural;Publico;Medio;4s;Abandono;0,6
2008;Sudeste;Rural;Total;Medio;4s;Abandono;0,8
2008;Sudeste;Total;Estadual;Medio;4s;Abandono;5,5
2008;Sudeste;Total;Federal;Medio;4s;Abandono;0
2008;Sudeste;Total;Municipal;Medio;4s;Abandono;7,1
2008;Sudeste;Total;Particular;Medio;4s;Abandono;1
2008;Sudeste;Total;Publico;Medio;4s;Abandono;5,5
2008;Sudeste;Total;Total;Medio;4s;Abandono;5,2
2008;Sudeste;Urbana;Estadual;Medio;4s;Abandono;5,7
2008;Sudeste;Urbana;Federal;Medio;4s;Abandono;0
2008;Sudeste;Urbana;Municipal;Medio;4s;Abandono;7,4
2008;Sudeste;Urbana;Particular;Medio;4s;Abandono;1
2008;Sudeste;Urbana;Publico;Medio;4s;Abandono;5,6
2008;Sudeste;Urbana;Total;Medio;4s;Abandono;5,4
2008;Sul;Rural;Estadual;Medio;4s;Abandono;0
2008;Sul;Rural;Federal;Medio;4s;Abandono;10,3
2008;Sul;Rural;Municipal;Medio;4s;Abandono;
2008;Sul;Rural;Particular;Medio;4s;Abandono;
2008;Sul;Rural;Publico;Medio;4s;Abandono;9,2
2008;Sul;Rural;Total;Medio;4s;Abandono;9,2
2008;Sul;Total;Estadual;Medio;4s;Abandono;6,1
2008;Sul;Total;Federal;Medio;4s;Abandono;10,3
2008;Sul;Total;Municipal;Medio;4s;Abandono;31,7
2008;Sul;Total;Particular;Medio;4s;Abandono;1,5
2008;Sul;Total;Publico;Medio;4s;Abandono;6,6
2008;Sul;Total;Total;Medio;4s;Abandono;6,2
2008;Sul;Urbana;Estadual;Medio;4s;Abandono;6,2
2008;Sul;Urbana;Federal;Medio;4s;Abandono;
2008;Sul;Urbana;Municipal;Medio;4s;Abandono;31,7
2008;Sul;Urbana;Particular;Medio;4s;Abandono;1,5
2008;Sul;Urbana;Publico;Medio;4s;Abandono;6,5
2008;Sul;Urbana;Total;Medio;4s;Abandono;6,2
2008;Centro_Oeste;Rural;Estadual;Medio;4s;Abandono;
2008;Centro_Oeste;Rural;Federal;Medio;4s;Abandono;
2008;Centro_Oeste;Rural;Municipal;Medio;4s;Abandono;
2008;Centro_Oeste;Rural;Particular;Medio;4s;Abandono;
2008;Centro_Oeste;Rural;Publico;Medio;4s;Abandono;
2008;Centro_Oeste;Rural;Total;Medio;4s;Abandono;
2008;Centro_Oeste;Total;Estadual;Medio;4s;Abandono;7,9
2008;Centro_Oeste;Total;Federal;Medio;4s;Abandono;0
2008;Centro_Oeste;Total;Municipal;Medio;4s;Abandono;0
2008;Centro_Oeste;Total;Particular;Medio;4s;Abandono;0
2008;Centro_Oeste;Total;Publico;Medio;4s;Abandono;5,2
2008;Centro_Oeste;Total;Total;Medio;4s;Abandono;4,3
2008;Centro_Oeste;Urbana;Estadual;Medio;4s;Abandono;7,9
2008;Centro_Oeste;Urbana;Federal;Medio;4s;Abandono;0
2008;Centro_Oeste;Urbana;Municipal;Medio;4s;Abandono;0
2008;Centro_Oeste;Urbana;Particular;Medio;4s;Abandono;0
2008;Centro_Oeste;Urbana;Publico;Medio;4s;Abandono;5,2
2008;Centro_Oeste;Urbana;Total;Medio;4s;Abandono;4,3
2007;Norte;Rural;Estadual;Fundamental;1s;Aprovado;59,3
2007;Norte;Rural;Federal;Fundamental;1s;Aprovado;
2007;Norte;Rural;Municipal;Fundamental;1s;Aprovado;54,3
2007;Norte;Rural;Particular;Fundamental;1s;Aprovado;75,6
2007;Norte;Rural;Publico;Fundamental;1s;Aprovado;54,7
2007;Norte;Rural;Total;Fundamental;1s;Aprovado;54,7
2007;Norte;Total;Estadual;Fundamental;1s;Aprovado;72,3
2007;Norte;Total;Federal;Fundamental;1s;Aprovado;95,5
2007;Norte;Total;Municipal;Fundamental;1s;Aprovado;63,5
2007;Norte;Total;Particular;Fundamental;1s;Aprovado;95,7
2007;Norte;Total;Publico;Fundamental;1s;Aprovado;65,5
2007;Norte;Total;Total;Fundamental;1s;Aprovado;66,6
2007;Norte;Urbana;Estadual;Fundamental;1s;Aprovado;74,8
2007;Norte;Urbana;Federal;Fundamental;1s;Aprovado;95,5
2007;Norte;Urbana;Municipal;Fundamental;1s;Aprovado;73,3
2007;Norte;Urbana;Particular;Fundamental;1s;Aprovado;96,3
2007;Norte;Urbana;Publico;Fundamental;1s;Aprovado;73,8
2007;Norte;Urbana;Total;Fundamental;1s;Aprovado;75,2
2007;Nordeste;Rural;Estadual;Fundamental;1s;Aprovado;77,5
2007;Nordeste;Rural;Federal;Fundamental;1s;Aprovado;90
2007;Nordeste;Rural;Municipal;Fundamental;1s;Aprovado;69,8
2007;Nordeste;Rural;Particular;Fundamental;1s;Aprovado;78,2
2007;Nordeste;Rural;Publico;Fundamental;1s;Aprovado;70
2007;Nordeste;Rural;Total;Fundamental;1s;Aprovado;70
2007;Nordeste;Total;Estadual;Fundamental;1s;Aprovado;72,8
2007;Nordeste;Total;Federal;Fundamental;1s;Aprovado;90
